Category;Description;Nutrient Data Bank Number;Data.Alpha Carotene;Data.Ash;Data.Beta Carotene;Data.Beta Cryptoxanthin;Data.Carbohydrate;Data.Cholesterol;Data.Choline;Data.Fiber;Data.Kilocalories;Data.Lutein and Zeaxanthin;Data.Lycopene;Data.Manganese;Data.Niacin;Data.Pantothenic Acid;Data.Protein;Data.Refuse Percentage;Data.Retinol;Data.Riboflavin;Data.Selenium;Data.Sugar Total;Data.Thiamin;Data.Water;Data.Fat.Monosaturated Fat;Data.Fat.Polysaturated Fat;Data.Fat.Saturated Fat;Data.Fat.Total Lipid;Data.Household Weights.1st Household Weight;Data.Household Weights.1st Household Weight Description;Data.Household Weights.2nd Household Weight;Data.Household Weights.2nd Household Weight Description;Data.Major Minerals.Calcium;Data.Major Minerals.Copper;Data.Major Minerals.Iron;Data.Major Minerals.Magnesium;Data.Major Minerals.Phosphorus;Data.Major Minerals.Potassium;Data.Major Minerals.Sodium;Data.Major Minerals.Zinc;Data.Vitamins.Vitamin A - IU;Data.Vitamins.Vitamin A - RAE;Data.Vitamins.Vitamin B12;Data.Vitamins.Vitamin B6;Data.Vitamins.Vitamin C;Data.Vitamins.Vitamin E;Data.Vitamins.Vitamin K;;;;;;;;
LAMB;"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD";17060;0;1.77;0;0;0.0;108;129;0.0;223;0;0;0.032;5.95;0.59;33.69;0;0;0.24;38.1;0.0;0.07;56.23;3.54;0.81;3.15;8.8;272.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;15;0.141;2.8;28;205;260;70;6.58;0;0;2.73;0.12;0.0;0.2;;;;;;;;
LAMB;"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD";17061;0;1.48;0;0;0.0;90;0;0.0;186;0;0;0.029;6.61;0.69;28.08;0;0;0.3;31.7;0.0;0.11;63.53;2.95;0.67;2.62;7.33;327.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;13;0.151;2.34;31;224;335;76;5.77;0;0;3.03;0.14;0.0;0.2;;;;;;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;LN&FAT;RAW;17062;0;0.92;0;0;0.0;78;0;0.0;277;0;0;0.018;6.55;0.52;16.74;30;0;0.32;1.3;0.0;0.13;59.8;8.72;0.98;11.57;22.74;28.35;1 oz;454;1 lb;13;0.083;1.49;15;168;136;39;2.39;0;0.0;0.21;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;LN&FAT;CKD;17063;0;1.37;0;0;0.0;109;0;0.0;305;0;0;0.023;7.77;0.58;24.42;31;0;0.41;2.0;0.0;0.12;51.15;8.59;1.04;11.05;22.26;222.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;17;0.1;2.1;19;217;162;46;2.81;0.12;0.0;0.14;0.0;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;LN;RAW;17064;0;1.12;0;0;0.0;74;0;0.0;128;0;0;0.024;6.54;0.49;20.75;50;0;0.39;1.5;0.0;0.15;73.78;1.69;0.22;1.88;4.41;28.35;1 oz;454;1 lb;8;0.099;1.64;19;202;171;46;3.01;0;0.0;0.21;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;LN;CKD;17065;0;1.6;0;0;0.0;109;0;0.0;206;0;0;0.029;7.68;0.58;29.59;49;0;0.5;2.0;0.0;0.13;59.95;3.48;0.52;3.86;8.86;164.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.114;2.35;22;246;188;50;2.95;0.14;0.0;0.19;0.0;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;FAT;RAW;17066;0;0.42;0;0;0.0;87;0;0.0;640;0;0;0.003;6.56;0.6;6.92;0;0;0.17;0.9;0.0;0.07;25.56;25.93;2.83;35.29;67.63;28.35;1 oz;454;1 lb;23;0.045;1.14;6;86;51;22;0.85;0;0.0;0.22;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;COMP OF RTL CUTS;FAT;CKD;17067;0;0.71;0;0;0.0;109;0;0.0;586;0;0;0.004;8.03;0.59;9.72;0;0;0.18;1.8;0.0;0.08;26.12;23.15;2.52;31.51;60.39;286.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;27;0.059;1.39;11;135;87;35;1.17;0.03;0.0;0.04;0.0;;;;
LAMB;LAMB;NZ;IMP;FRZ;FORESHANK;LN&FAT;RAW;17068;0;1.06;0;0;0.0;71;0;0.0;223;0;0;0.02;6.3;0.51;18.04;45;0;0.36;3.5;0.0;0.13;66.02;6.19;0.7;8.18;16.15;28.35;1 oz;454;1 lb;10;0.095;1.49;15;170;131;45;3.37;0;0.0;0.26;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;FORESHANK;LN&FAT;CKD;BRSD;17069;0;1.61;0;0;0.0;102;0;0.0;258;0;0;0.024;6.07;0.41;26.97;50;0;0.33;5.3;0.0;0.07;56.76;6.1;0.73;7.82;15.83;168.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;14;0.102;2.07;15;175;118;0;2.44;0.08;0.0;0.18;0.0;;
LAMB;LAMB;NZ;IMP;FRZ;FORESHANK;LN;RAW;17070;0;1.22;0;0;0.0;67;0;0.0;118;0;0;0.024;6.23;0.49;20.82;56;0;0.4;4.1;0.0;0.15;76.13;1.26;0.17;1.4;3.28;28.35;1 oz;454;1 lb;7;0.107;1.57;17;190;150;50;4.0;0;0.0;0.24;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;FORESHANK;LN;CKD;BRSD;17071;0;1.8;0;0;0.0;101;0;0.0;186;0;0;0.028;5.64;0.37;30.76;59;0;0.36;6.1;0.0;0.07;63.49;2.35;0.34;2.61;6.04;138.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.112;2.22;16;184;125;0;2.45;0.09;0.0;0.2;0.0;;
LAMB;LAMB;NZ;IMP;FRZ;LEG;WHL (SHK&SIRL);LN&FAT;RAW;17072;0;1.01;0;0;0.0;76;0;0.0;216;0;0;0.02;6.85;0.52;18.34;23;0;0.38;2.7;0.0;0.14;65.58;5.86;0.67;7.68;15.29;28.35;1 oz;454;1 lb;8;0.093;1.58;17;186;156;40;2.65;0.13;0.0;0.21;0.0;;;;
LAMB;LAMB;NZ;IMP;FRZ;LEG;WHL (SHK&SIRL);LN&FAT;CKD;RSTD;17073;0;1.39;0;0;0.0;101;0;0.0;246;0;0;0.023;7.59;0.55;24.81;24;0;0.45;4.0;0.0;0.12;57.87;6.01;0.75;7.61;15.56;258.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.103;2.1;20;218;0;0;2.6;0.13;0.0;0.15;0.0;
LAMB;LAMB;NZ;IMP;FRZ;LEG;WHL (SHK&SIRL);LN;RAW;17074;0;1.14;0;0;0.0;73;0;0.0;123;0;0;0.024;6.92;0.5;20.85;37;0;0.42;3.2;0.0;0.15;74.37;1.46;0.19;1.62;3.8;28.35;1 oz;454;1 lb;4;0.104;1.68;20;207;179;44;3.05;0.15;0.0;0.22;0.0;;;;
LAMB;LAMB;NZ;IMP;FRZ;LEG;WHL (SHK&SIRL);LN;CKD;RSTD;17075;0;1.52;0;0;0.0;100;0;0.0;181;0;0;0.027;7.51;0.54;27.68;36;0;0.5;4.2;0.0;0.12;63.92;2.75;0.41;3.05;7.01;218.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;7;0.111;2.24;21;234;0;0;2.63;0.14;0.0;0.18;0.0;
LAMB;LAMB;NZ;IMP;FRZ;LOIN;LN&FAT;RAW;17076;0;0.88;0;0;0.0;83;0;0.0;303;0;0;0.017;6.83;0.51;16.33;24;0;0.29;1.4;0.0;0.13;57.09;9.93;1.11;13.24;25.9;28.35;1 oz;65;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 85 g);17;0.083;1.55;15;163;121;0;2.1;0.11;0.0;0.18;0.0;;
LAMB;LAMB;NZ;IMP;FRZ;LOIN;LN&FAT;CKD;BRLD;17077;0;1.3;0;0;0.0;112;95;0.0;315;0;0;0.021;7.93;0.5;23.43;27;0;0.36;2.0;0.0;0.12;50.44;9.2;1.09;11.96;23.88;85.0;3 oz;43;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 85 g);23;0.109;2.05;19;208;0;0;2.53;0.11;0.0;0.13;4.9;
LAMB;LAMB;NZ;IMP;FRZ;LOIN;LN;RAW;17078;0;1.12;0;0;0.0;80;0;0.0;130;0;0;0.024;6.97;0.46;21.17;50;0;0.35;1.4;0.0;0.16;73.33;1.69;0.22;1.87;4.4;28.35;1 oz;42;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 85 g);15;0.103;1.77;19;203;157;0;2.28;0.15;0.0;0.19;0.0;;
LAMB;LAMB;NZ;IMP;FRZ;LOIN;LN;CKD;BRLD;17079;0;1.55;0;0;0.0;114;0;0.0;199;0;0;0.028;7.89;0.46;29.31;49;0;0.43;2.0;0.0;0.13;60.86;3.22;0.47;3.58;8.24;85.0;3 oz;30;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 85 g);21;0.13;2.34;22;240;0;0;2.58;0.14;0.0;0.16;0.0;
LAMB;LAMB;NZ;IMP;FRZ;RIB;LN&FAT;RAW;17080;0;0.81;0;0;0.0;81;0;0.0;346;0;0;0.016;6.32;0.51;14.92;31;0;0.25;1.2;0.0;0.11;53.32;12.0;1.34;15.99;31.31;28.35;1 oz;454;1 lb;16;0.065;1.39;13;146;113;40;2.04;0;0.0;0.18;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;RIB;LN&FAT;CKD;RSTD;17081;0;1.07;0;0;0.0;100;78;0.0;340;0;0;0.017;6.83;0.51;18.98;32;0;0.27;1.8;0.0;0.09;50.18;11.08;1.31;14.45;28.75;241.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;19;0.071;1.71;14;170;124;0;2.33;0.08;0.0;0.1;5.0;;
LAMB;LAMB;NZ;IMP;FRZ;RIB;LN;RAW;17082;0;1.08;0;0;0.0;76;0;0.0;142;0;0;0.024;6.15;0.46;20.49;59;0;0.31;1.4;0.0;0.15;72.61;2.32;0.31;2.58;6.06;28.35;1 oz;454;1 lb;11;0.078;1.57;17;187;156;52;2.88;0;0.0;0.19;0.0;;;;;
LAMB;LAMB;NZ;IMP;FRZ;RIB;LN;CKD;RSTD;17083;0;1.28;0;0;0.0;94;94;0.0;196;0;0;0.024;6.13;0.45;24.42;57;0;0.33;1.7;0.0;0.11;64.31;3.99;0.59;4.43;10.16;152.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;14;0.077;1.89;16;191;146;0;2.28;0.11;0.0;0.15;3.5;;
LAMB;LAMB;NZ;IMP;FRZ;SHLDR;WHL (ARM&BLD);LN&FAT;RAW;17084;0;0.92;0;0;0.0;75;0;0.0;272;0;0;0.019;5.51;0.55;16.65;25;0;0.3;2.6;0.0;0.12;60.11;8.52;0.96;11.22;22.23;28.35;1 oz;454;1 lb;17;0.081;1.35;15;164;133;41;2.8;0.08;0.0;0.22;0.0;;;;
LAMB;LAMB;NZ;IMP;FRZ;SHLDR;WHL (ARM&BLD);LN&FAT;CKD;BRSD;17085;0;1.58;0;0;0.0;123;0;0.0;357;0;0;0.025;6.37;0.52;28.21;29;0;0.32;4.5;0.0;0.08;42.64;10.22;1.33;12.74;26.27;206.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;27;0.103;2.11;18;196;0;0;3.4;0.07;0.0;0.0;0.0;
LAMB;LAMB;NZ;IMP;FRZ;SHLDR;WHL (ARM&BLD);LN;RAW;17086;0;1.1;0;0;0.0;71;0;0.0;135;0;0;0.024;5.12;0.54;20.25;45;0;0.36;3.2;0.0;0.14;72.89;2.08;0.28;2.31;5.43;28.35;1 oz;454;1 lb;15;0.094;1.43;18;193;163;47;3.52;0.1;0.0;0.0;0.0;;;;
LAMB;LAMB;NZ;IMP;FRZ;SHLDR;WHL (ARM&BLD);LN;CKD;BRSD;17087;0;1.85;0;0;0.0;127;0;0.0;285;0;0;0.032;5.85;0.5;34.06;46;0;0.36;5.3;0.0;0.08;47.86;6.14;0.95;6.81;15.5;157.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;27;0.116;2.34;20;215;0;0;3.71;0.08;0.0;0.0;0.0;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;BRAIN;RAW;17185;0;1.33;0;0;0.0;1352;0;0.0;122;0;0;0.044;3.9;0.92;10.4;2;0;0.3;9.0;0.0;0.13;79.2;1.55;0.88;2.19;8.58;28.35;1 oz;113;4 oz;9;0.24;1.75;12;270;296;112;1.17;0;0;11.3;0.29;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;BRAIN;CKD;BRSD;17186;0;1.36;0;0;0.0;2043;0;0.0;145;0;0;0.059;2.47;0.99;12.55;0;0;0.24;12.0;0.0;0.11;75.73;1.84;1.04;2.6;10.17;347.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;12;0.21;1.68;14;337;205;134;1.36;0;0;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;BRAIN;CKD;PAN-FRIED;17187;0;1.82;0;0;0.0;2504;0;0.0;273;0;0;0.067;4.55;1.56;16.97;0;0;0.37;12.0;0.0;0.17;60.71;4.02;2.28;5.67;22.19;240.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;21;0.48;2.04;22;495;358;157;2.0;0;0;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;HEART;RAW;17191;0;0.93;0;0;0.21;135;0;0.0;122;0;0;0.046;6.14;2.63;16.47;22;0;0.99;32.0;0.0;0.37;76.71;1.6;0.55;2.25;5.68;28.35;1 oz;113;4 oz;6;0.397;4.6;17;175;316;89;1.87;0;0;10.25;0.39;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;HEART;CKD;BRSD;17192;0;0.99;0;0;1.93;249;0;0.0;185;0;0;0.055;4.36;1.37;24.97;0;0;1.19;47.0;0.0;0.17;64.2;2.22;0.77;3.14;7.91;191.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;14;0.61;5.52;24;254;188;63;3.68;0;0;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;KIDNEYS;RAW;17195;0;1.26;0;0;0.82;337;0;0.0;97;0;0;0.118;7.51;4.22;15.74;3;95;2.24;126.9;0.0;0.62;79.23;0.63;0.55;1.0;2.95;28.35;1 oz;113;4 oz;13;0.446;6.38;17;246;277;156;2.24;316;95;52.41;0.22;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;KIDNEYS;CKD;BRSD;17196;0;1.29;0;0;0.99;565;0;0.0;137;0;0;0.144;5.99;2.04;23.65;0;137;2.07;218.8;0.0;0.35;70.45;0.77;0.67;1.23;3.62;255.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;18;0.37;12.4;20;290;178;151;3.8;455;137;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;LIVER;RAW;17199;0;1.44;0;0;1.78;371;0;0.0;139;0;0;0.184;16.11;6.13;20.38;0;7391;3.63;82.4;0.0;0.34;71.37;1.05;0.75;1.94;5.02;28.35;1 oz;113;4 oz;7;6.979;7.37;19;364;313;70;4.66;24612;7391;90.05;0.9;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;LIVER;CKD;BRSD;17200;0;1.42;0;0;2.53;501;0;0.0;220;0;0;0.52;12.15;3.96;30.57;0;7491;4.03;111.4;0.0;0.23;56.67;1.84;1.31;3.41;8.81;336.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;8;7.074;8.28;22;420;221;56;7.89;24945;7491;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;LIVER;CKD;PAN-FRIED;17201;0;1.83;0;0;3.78;493;0;0.0;238;0;0;0.594;16.68;6.33;25.53;0;7777;4.59;116.1;0.0;0.35;56.2;2.64;1.89;4.9;12.65;322.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;9;9.83;10.2;23;427;352;124;5.63;25998;7782;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;LUNGS;RAW;17205;0;1.1;0;0;0.0;0;0;0.0;95;0;0;0.019;4.124;0.0;16.7;24;27;0.237;17.7;0.0;0.048;79.7;0.67;0.35;0.89;2.6;28.35;1 oz;113;4 oz;10;0.254;6.4;14;219;238;157;1.8;89;27;3.93;0.11;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;LUNGS;CKD;BRSD;17206;0;1.31;0;0;0.0;284;0;0.0;113;0;0;0.016;2.428;0.0;19.88;0;32;0.139;21.1;0.0;0.034;75.83;0.8;0.43;1.06;3.1;381.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;12;0.234;4.57;11;188;127;84;1.93;106;32;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;MECHANICALLY SEPARATED;RAW;17209;0;1.21;0;0;0.0;213;0;0.0;276;0;0;0.012;2.546;0.0;14.97;0;0;0.118;20.1;0.0;0.072;58.68;8.45;0.76;11.79;23.54;28.35;1 oz;227;8 oz;162;0.058;5.9;18;337;288;59;3.72;0;0;2.56;0.11;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;PANCREAS;RAW;17210;0;1.4;0;0;0.0;260;0;0.0;152;0;0;0.04;3.7;1.0;14.84;0;0;0.25;34.3;0.0;0.03;73.77;3.54;0.48;4.44;9.82;28.35;1 oz;113;4 oz;8;0.061;2.3;21;400;420;75;1.93;0;0;6.0;0.07;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;PANCREAS;CKD;BRSD;17211;0;2.15;0;0;0.0;400;0;0.0;234;0;0;0.043;2.56;0.85;22.83;0;0;0.21;64.8;0.0;0.02;59.65;5.45;0.74;6.84;15.12;231.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;12;0.083;2.12;19;431;291;52;2.68;0;0;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;SPLEEN;RAW;17214;0;1.3;0;0;0.0;250;0;0.0;101;0;0;0.051;7.895;0.0;17.2;0;0;0.348;32.4;0.0;0.047;78.15;0.81;0.23;1.03;3.1;28.35;1 oz;113;4 oz;9;0.121;41.89;21;280;358;84;2.84;0;0;5.34;0.11;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;SPLEEN;CKD;BRSD;17215;0;2.0;0;0;0.0;385;0;0.0;156;0;0;0.062;5.868;0.0;26.46;0;0;0.316;49.8;0.0;0.051;66.38;1.27;0.35;1.58;4.77;295.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;13;0.139;38.67;21;341;248;58;3.94;0;0;0.0;0.0;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;TONGUE;RAW;17220;0;0.92;0;0;0.0;156;0;0.0;222;0;0;0.049;4.65;0.97;15.7;16;0;0.38;15.0;0.0;0.15;66.6;8.46;1.06;6.63;17.17;28.35;1 oz;113;4 oz;9;0.212;2.65;21;184;257;78;2.32;0;0;7.2;0.18;;;;;;;;
LAMB;LAMB;VAR MEATS&BY-PRODUCTS;TONGUE;CKD;BRSD;17221;0;0.73;0;0;0.0;189;0;0.0;275;0;0;0.033;3.69;0.34;21.57;0;0;0.42;28.0;0.0;0.08;57.86;10.0;1.25;7.83;20.28;255.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;10;0.21;2.63;16;134;158;67;2.99;0;0;0.0;0.0;;;;;;
LAMB;LAMB;GROUND;RAW;17224;0;0.87;0;0;0.0;73;69;0.0;282;0;0;0.019;5.96;0.65;16.56;0;0;0.21;18.8;0.0;0.11;59.47;9.6;1.85;10.19;23.41;28.35;1 oz;113;4 oz;16;0.101;1.55;21;157;222;59;3.41;0;0;2.31;0.13;0.0;;;;;;;;
LAMB;LAMB;GROUND;CKD;BRLD;17225;0;1.14;0;0;0.0;97;93;0.0;283;0;0;0.024;6.7;0.66;24.75;0;0;0.25;27.7;0.0;0.1;55.09;8.32;1.4;8.12;19.65;313.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;22;0.128;1.79;24;201;339;81;4.67;0;0;2.61;5.3;;;;;;;
LAMB;"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW";17226;0;0.92;0;0;0.0;70;0;0.0;243;0;0;0.02;6.07;0.68;17.54;24;0;0.22;19.7;0.0;0.12;63.17;7.65;1.48;8.07;18.66;28.35;1 oz;454;1 lb;12;0.108;1.62;22;166;239;59;3.52;0;0;2.44;0.14;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD";17227;0;1.06;0;0;0.0;96;0;0.0;271;0;0;0.024;6.55;0.67;25.51;24;0;0.26;27.2;0.0;0.1;55.82;7.63;1.29;7.45;18.01;250.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;16;0.121;1.93;24;193;318;72;4.74;0;0;2.57;0.14;0.0;;;;;;;;
LAMB;"LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CHOIC,RAW";17228;0;0.95;0;0;0.0;72;0;0.0;201;0;0;0.021;5.47;0.69;18.91;52;0;0.19;19.9;0.0;0.1;67.01;5.49;1.06;5.83;13.38;28.35;1 oz;454;1 lb;11;0.101;1.67;22;170;214;72;5.22;0;0;2.34;0.15;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD";17229;0;0.91;0;0;0.0;106;0;0.0;243;0;0;0.025;5.46;0.63;28.37;56;0;0.19;30.6;0.0;0.05;56.8;5.68;0.97;5.63;13.46;148.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;20;0.123;2.14;22;166;257;72;7.69;0;0;2.28;0.1;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,RAW";17230;0;0.97;0;0;0.0;68;0;0.0;209;0;0;0.021;6.25;0.7;18.47;22;0;0.24;21.3;0.0;0.13;66.38;5.91;1.15;6.21;14.42;28.35;1 oz;454;1 lb;8;0.116;1.7;24;175;258;57;3.43;0;0;2.54;0.15;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";17231;0;1.04;0;0;0.0;92;0;0.0;242;0;0;0.025;6.53;0.69;26.2;23;0;0.28;27.8;0.0;0.11;58.99;6.12;1.02;5.92;14.42;260.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.116;2.02;24;194;319;67;4.53;0;0;2.6;0.15;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/8""FAT,CHOIC,RAW";17232;0;1.0;0;0;0.0;67;0;0.0;185;0;0;0.022;6.21;0.69;18.99;20;0;0.24;21.9;0.0;0.13;68.73;4.7;0.93;4.88;11.5;28.35;1 oz;454;1 lb;7;0.117;1.73;25;182;267;58;3.58;0;0;2.54;0.16;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";17233;0;1.06;0;0;0.0;90;0;0.0;217;0;0;0.026;6.52;0.7;26.73;20;0;0.27;29.7;0.0;0.1;61.43;4.86;0.8;4.6;11.4;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;9;0.118;1.99;25;200;329;65;4.72;0;0;2.68;0.16;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,RAW";17234;0;0.9;0;0;0.0;71;0;0.0;261;0;0;0.019;6.34;0.7;17.21;24;0;0.23;19.9;0.0;0.13;61.32;8.54;1.64;9.12;20.8;28.35;1 oz;454;1 lb;10;0.114;1.63;23;161;235;56;3.13;0;0;2.5;0.14;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";17235;0;1.0;0;0;0.0;96;0;0.0;284;0;0;0.023;6.59;0.67;24.95;23;0;0.28;25.8;0.0;0.11;54.85;8.3;1.42;8.26;19.67;260.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.113;2.01;23;185;304;68;4.2;0;0;2.54;0.14;0.0;;;;;;;;
LAMB;"LAMB,DOM,LOIN,LN&FAT,1/8""FAT,CHOIC,RAW";17236;0;0.88;0;0;0.0;72;0;0.0;279;0;0;0.019;6.48;0.64;17.18;22;0;0.21;19.4;0.0;0.12;59.55;9.34;1.79;9.95;22.75;28.35;1 oz;79;1 steak; excluding refuse (yield from 1 raw steak; with refuse; weighing 102 g);14;0.11;1.66;22;159;226;59;2.65;0;0;2.07;0.14;;;;;;;;
LAMB;"LAMB,DOM,LOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";17237;0;1.12;0;0;0.0;99;0;0.0;297;0;0;0.023;7.06;0.64;26.06;24;0;0.26;28.2;0.0;0.11;53.31;8.69;1.48;8.65;20.61;85.0;3 oz;53;1 steak; excluding refuse (yield from 1 raw steak; with refuse; weighing 102 g);20;0.133;1.84;25;201;336;78;3.6;0;0;2.48;0.13;;;;;;;;
LAMB;"LAMB,DOM,LOIN,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";17238;0;1.2;0;0;0.0;93;0;0.0;290;0;0;0.021;7.05;0.66;23.27;23;0;0.24;25.2;0.0;0.1;54.33;8.65;1.69;9.08;21.12;265.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;18;0.122;2.17;24;185;250;64;3.52;0;0;2.2;0.13;0.0;;;;;;;;
LAMB;"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,RAW";17239;0;0.78;0;0;0.0;74;0;0.0;342;0;0;0.017;6.06;0.62;15.32;29;0;0.19;17.7;0.0;0.1;53.68;12.6;2.42;13.43;30.71;28.35;1 oz;454;1 lb;14;0.092;1.43;19;143;201;58;2.87;0;0;2.14;0.12;0.0;0.0;0.0;;;;;;;;
LAMB;"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";17240;0;1.19;0;0;0.0;98;0;0.0;340;0;0;0.021;6.92;0.61;23.06;32;0;0.23;24.7;0.0;0.09;49.03;10.97;2.17;11.36;26.82;222.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;18;0.124;1.93;24;184;277;77;4.21;0;0;2.56;0.11;0.0;;;;;;;;
